"gene_name"	"module"	"color"	"kME_grey"	"kME_allcells_allgenes_ND_25neighbors-M1"	"kME_allcells_allgenes_ND_25neighbors-M2"	"kME_allcells_allgenes_ND_25neighbors-M3"	"kME_allcells_allgenes_ND_25neighbors-M4"	"kME_allcells_allgenes_ND_25neighbors-M5"	"kME_allcells_allgenes_ND_25neighbors-M6"	"kME_allcells_allgenes_ND_25neighbors-M7"	"kME_allcells_allgenes_ND_25neighbors-M8"	"kME_allcells_allgenes_ND_25neighbors-M9"	"kME_allcells_allgenes_ND_25neighbors-M10"	"kME_allcells_allgenes_ND_25neighbors-M11"
"VTI1A"	"VTI1A"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.115872037857837	0.329540450709877	0.364655081164258	0.131821149640831	0.0274730451884807	0.235218907214964	-0.280492575602339	-0.0622036249624556	0.156730760361963	-0.0834544091859485	0.0372076801361774	0.0575111451830432
"TCF7L2"	"TCF7L2"	"grey"	"grey"	0.14369013801057	0.079087399068741	0.02322890144563	-0.120146912952954	-0.112512954556133	-0.0289296655543334	0.0336667568076065	0.24732609756907	0.240918439027773	-0.00737154507422409	0.101445574612092	0.138813163091985
"HABP2"	"HABP2"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	-0.0304489878641488	0.00757176493351485	0.0241846972691757	-0.105098043884006	-0.0761100614517263	-0.0524510708853948	0.00324002035879661	0.192679397126163	0.168253711248725	-0.0347597099704965	-0.0221537437448421	0.108468969687067
"NHLRC2"	"NHLRC2"	"grey"	"grey"	0.0545888660935237	0.14815005328441	0.131423840181832	0.0683908256325523	0.0244893247839798	0.0979390674729231	-0.0864344204057327	0.00638288772703876	0.0874435794342577	-0.00148322572712583	0.0493679490412456	0.03838033441239
"CCDC186"	"CCDC186"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0125041493606222	0.053522769740381	0.00455967604847297	0.0240137401841668	-0.00446975557812301	-0.010869161707311	0.0478217917721419	0.0554697037060539	0.0381500690632337	0.05821003843844	0.0530047535927066	0.0568115294350767
"ABLIM1"	"ABLIM1"	"allcells_allgenes_ND_25neighbors-M5"	"red"	-0.288816723806876	0.0791272282313972	-0.000712442570049623	0.385070647141767	0.179801636091668	0.0656354807654078	0.0906397133608415	-0.0424343234197138	-0.142858687718055	0.527254033102655	0.213912934584113	0.101691761197609
"FAM160B1"	"FAM160B1"	"grey"	"grey"	0.0431451743046882	0.10137528689632	0.0642272532585965	0.0550525256341626	0.041083490916732	0.0684748572909832	-0.0115790694866755	0.0136437715952863	0.0375059110806371	0.0172429144257413	0.0288644168803482	0.0129742967939645
"TRUB1"	"TRUB1"	"grey"	"grey"	0.0325164545855736	0.161408168472345	0.153660102928364	0.0900468849195861	0.0135094051167169	0.102084844425391	-0.121774223745543	-0.0321891897651563	0.0812619155340837	0.0186766722606173	0.0709652883253186	0.0439812903988008
"ATRNL1"	"ATRNL1"	"grey"	"grey"	-0.0121261902336828	0.348099841755358	0.36777485384612	0.287828324100729	0.0201161180619872	0.216602045200913	-0.280367550137732	-0.152820992022234	0.0617738644055838	0.169555658173781	0.216427689017244	0.113448359246718
"AC016042.1"	"AC016042.1"	"grey"	"grey"	-0.00490677207981811	0.195459362495194	0.282621974549215	0.201869146995233	0.0446310928036214	0.192476189907233	-0.280059805847693	-0.158878912670383	0.0625623395214241	0.0399945487836677	0.116992300482657	0.0264931090622305
"HSPA12A"	"HSPA12A"	"grey"	"grey"	0.0502084853823329	0.0673841561373304	0.0402009835912747	0.0157342855284336	0.00799782911195524	0.0417471017730073	0.000137354249181264	0.0121836077025133	0.0405129708397363	-0.0175259701747215	0.0069824806025957	0.00664546461729616
"ENO4"	"ENO4"	"grey"	"grey"	-0.0170361748414624	0.175007235754089	0.223608115091423	0.176022949403891	0.0197036375789144	0.139853887047996	-0.215133850636965	-0.0910169161844886	0.0873565634792604	0.0425700419630352	0.112184707667977	0.0500418294095759
"SHTN1"	"SHTN1"	"allcells_allgenes_ND_25neighbors-M9"	"green"	-0.0757676844600771	0.260953602085243	0.235259496437278	0.244972391630779	0.00214785015696007	0.116926516690047	-0.156153028847722	-0.0554686797401233	0.0801659030496441	0.17273929240629	0.191667352892765	0.140474709308037
"SLC18A2"	"SLC18A2"	"grey"	"grey"	-0.0109294198989368	-0.0217770644721838	-0.00204933769928851	-0.0297250419127716	0.0633213706254929	0.0293735321317135	0.0130583688594478	0.0429035102851582	0.0473931951099544	-0.0937604050279489	-0.0910170933285661	-0.0275461346148756
"PDZD8"	"PDZD8"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.0705839588613064	0.263485346000822	0.287183625156388	0.125474662229593	0.0481476798845007	0.20109865086682	-0.227857655197992	-0.0298628175041339	0.155206122428159	-0.013678141226428	0.085487930204185	0.0625431527232271
"RAB11FIP2"	"RAB11FIP2"	"grey"	"grey"	0.0139449949135234	0.168116128676413	0.176851439954606	0.104060998327881	0.0137373309927618	0.105904201622638	-0.138473714756551	-0.0323757469621764	0.0880704029642184	0.014051034229991	0.0768629405521047	0.0530898907695746
"CASC2"	"CASC2"	"grey"	"grey"	-0.00478940469061903	0.0996168682903839	0.0940640523592149	0.00889338867857503	-0.049342746010725	0.0124936876452903	-0.0669144387890415	0.0394837677461458	0.117775300259525	-0.0216657516141215	0.0452009413197227	0.0756931197836907
"FAM204A"	"FAM204A"	"grey"	"grey"	0.0436551659467552	0.16675954572423	0.157717092549507	0.0925059153106974	0.0354999582008015	0.115758382523745	-0.122114244931305	-0.0268474113104286	0.0769708862090988	0.000598099746207259	0.0550738558173917	0.0345581917400605
"CACUL1"	"CACUL1"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	-0.00152478229994622	0.201282232201578	0.170702892886751	0.0464923244956441	-0.0670961945643491	0.0444129058258685	-0.106186845017595	0.103414479131478	0.215166126950266	0.0399180240909549	0.142606241860855	0.164026219323151
"AL157388.1"	"AL157388.1"	"grey"	"grey"	-0.00664883971732765	0.0110838310201931	-0.00853088892777015	-0.0190247114734551	-0.0380781373355641	-0.034748813574886	0.0401156683815588	0.0571237300540211	0.0438064501864469	0.00515834749127672	0.0207986541974563	0.0436871229128012
"EIF3A"	"EIF3A"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0539700127627731	-0.000495376954888721	-0.101003453649019	-0.00757828319625873	0.0238077744126451	-0.0179825549299153	0.147502939697326	0.138386652873766	0.079928642114396	0.114916449195515	0.132962109431833	0.0580005169986401
"DENND10"	"DENND10"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00152843917029136	-0.0399663757351916	-0.0584894728651954	-0.0366685394269124	-0.0109901582149793	-0.0447877115962184	0.0672499784993753	0.0326063896808792	-0.0154468457315132	-8.77795204127597e-05	-0.0145467476445268	-0.00360111374133016
"SFXN4"	"SFXN4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0122083122018516	0.00238610734418922	-0.016834181492409	0.00553225151021394	0.0164000389584164	-0.00362966535040469	0.0392777980899251	0.0110692172161681	-0.0053982930167487	0.0289803877876683	0.0165898235765492	0.0118363060399648
"PRDX3"	"PRDX3"	"grey"	"grey"	-0.00672763368753494	0.0176774510742093	0.00371552567467077	0.0089996684731018	-0.0126530124005937	-0.00895416516928206	0.00738887136363846	0.0112456803327136	0.0171384079342031	0.0110972509086077	0.0209986415848514	0.0217266822906679
"GRK5"	"GRK5"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0517803538029772	-0.0446985591460733	-0.132054620257079	-0.0335314901119557	-0.0719236458356808	-0.14439085997578	0.2046968446844	0.123325080571737	0.00502646146439761	0.124338572678422	0.0957828299683093	0.116018778360789
"TIAL1"	"TIAL1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0469776856156691	0.0313161700478491	-0.0562639884584101	0.0238915910892745	0.0383655857106083	0.00597765866318201	0.109486805500742	0.0779515733941961	0.0459346632250924	0.0965116372091241	0.102357443067516	0.035908342653953
"INPP5F"	"INPP5F"	"grey"	"grey"	-0.0511038619426186	0.133514421720024	0.0846745535919304	0.136732224411654	-0.0251200541274302	0.0247973043790542	-0.0457072991385064	-0.0252782451349715	0.0537409566752609	0.107690841833714	0.15735828859498	0.0967529645434972
"MCMBP"	"MCMBP"	"grey"	"grey"	0.0180162129707355	0.114112512130574	0.0881214052548584	0.0602519876107499	-0.00263328340520932	0.0506903334790666	-0.058629353224928	0.00492964854100666	0.0674319913764296	0.0208798405156244	0.0668885390793583	0.0559092678495254
"SEC23IP"	"SEC23IP"	"grey"	"grey"	0.00908524575347047	0.0825179646443459	0.00761760514263636	0.0379902475407916	0.0167242975128153	0.0124420458166592	0.0469627250738477	0.0475265619663434	0.0319840865455802	0.0657420035276962	0.0636378694266497	0.0522292496820065
"PLPP4"	"PLPP4"	"allcells_allgenes_ND_25neighbors-M3"	"brown"	0.0920751156401247	0.022593882267914	0.0303838974893665	0.137403748562647	0.275130885227424	0.219193039570756	-0.0381867073893054	-0.153467401075273	-0.141077491239331	-0.0752029036756708	-0.144093522702494	-0.20640336134844
"WDR11-AS1"	"WDR11-AS1"	"grey"	"grey"	-0.0224130568487495	0.0881367167306298	0.0635647770386054	0.0963743794447013	-0.0125564749684513	0.0256951276421296	-0.0439985174091949	-0.0205578991676851	0.0484491265688946	0.0559792351981704	0.0952019772674756	0.0563200410023464
"WDR11"	"WDR11"	"grey"	"grey"	0.046175832594309	0.126523666657588	0.049217406900489	0.12689650063324	0.0935808303700869	0.107100161720172	-0.00862220334249705	0.0179340756001798	0.0661533713322699	0.11720457782146	0.139048305028401	0.0331355899131773
"FGFR2"	"FGFR2"	"allcells_allgenes_ND_25neighbors-M8"	"black"	0.33945233619301	0.00594755897859406	0.0105461294560131	-0.111396888866951	0.0569523322500669	0.114730618825681	-0.0112050027104191	-0.0466052307734398	-0.0322026578429199	-0.239962195423517	-0.183803740986555	-0.181291800792368
"ATE1"	"ATE1"	"allcells_allgenes_ND_25neighbors-M6"	"yellow"	0.0876565892547057	0.319456152634545	0.343826492592953	0.14225262917499	0.0202982739154849	0.209114699019478	-0.25515734798273	-0.0677201814152498	0.139276444481306	-0.0521082959356312	0.0501552878566186	0.0711816332845777
"NSMCE4A"	"NSMCE4A"	"grey"	"grey"	0.0334416114962501	0.0152297386208887	0.00846746690704868	-0.0130946964211331	0.00328338537573233	0.0165703949990934	-0.0023076607189854	-0.00346918849511645	0.0115753976579103	-0.0350664858853524	-0.0150148341014177	-0.00904774833731239
"TACC2"	"TACC2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0721269022052346	-0.0504432889416552	-0.129593414575891	0.018026824060464	0.0992079630071793	0.000301514640893708	0.180556878308511	-0.025554565229248	-0.129430574637678	0.0423387851977624	-0.0352684959942103	-0.0899211855190195
"PLEKHA1"	"PLEKHA1"	"allcells_allgenes_ND_25neighbors-M11"	"greenyellow"	-0.0929944002496058	0.236794322107103	0.196292941793882	0.347352386836883	0.112771365282144	0.166605609652869	-0.124189492630316	-0.063930972041025	0.0324823616117731	0.247255228193185	0.176786784551271	0.095131089504433
"C10orf88"	"C10orf88"	"grey"	"grey"	-0.00254513544427345	0.0791859726542428	0.0474230719655764	0.0338151281002422	-0.0162118838335193	0.0118285566561616	-0.0138208550611691	0.03501117395339	0.0576327886404787	0.0413794695038131	0.0646119709830819	0.065048936878319
"PSTK"	"PSTK"	"grey"	"grey"	-0.0269006941899172	0.0316215686514596	0.019824480116634	0.0202949153563961	-0.0240009601164639	-0.0063536541289762	-0.00763245570706647	0.0117014380399295	0.0391054992073884	0.0246937153063682	0.0423597000448759	0.0443339175495299
"IKZF5"	"IKZF5"	"grey"	"grey"	0.020543371941185	0.0973930686237497	0.0710266418120482	0.0401625281049632	-0.00660563108274699	0.0384958150918747	-0.0313857026033782	0.020061262243165	0.0669207457539347	0.021003801662401	0.0507877288380445	0.0492072702176688
"ACADSB"	"ACADSB"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0418808795539957	0.0523248686905869	0.0010551367807739	0.0386436310261022	0.000679013740329036	-0.0101087314965839	0.0501743931711421	0.0615868394118422	0.0209712496822109	0.111433598541982	0.0836160105912239	0.0669869582885124
"BUB3"	"BUB3"	"grey"	"grey"	0.0674830323273448	0.0824789011984005	0.0610344499406937	0.0186394066621103	0.0236612955839491	0.0648801100097483	-0.0362619833925332	-0.0146056949594624	0.0256750750665074	-0.0358709671798114	-0.000169338910014501	-0.00662005684132792
"OAT"	"OAT"	"grey"	"grey"	0.00396236600550192	0.0300673495486798	0.0105928980092164	0.0530975822959369	0.0545379552171981	0.0443232606269277	0.0112205985332521	-0.0158009590444047	-0.0129331434682014	0.0332405624023471	0.00779929588522082	-0.0132347443223264
"LHPP"	"LHPP"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0272354192704339	-0.101157122756171	-0.173615542049164	-0.0759222608241357	0.00688137851887456	-0.0960683909312761	0.232857935446978	0.0830158067510905	-0.0611525071953831	0.0221555713896574	-0.0352984454144609	-0.0119031960035364
"FAM53B"	"FAM53B"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00517706001429088	-0.0021748721766826	-0.0465169624815521	0.00859433255544692	0.0337632183957423	-0.0108748507467368	0.0849817950508035	0.0126754158207572	-0.0254827529339367	0.039322251382859	0.00715045191981044	-0.00240163690217436
"EEF1AKMT2"	"EEF1AKMT2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00284767617512118	-0.000747338123189037	-0.00776393271752865	0.000619236186626792	0.00292025432552625	-0.00588318628857411	0.0252491346336414	-0.00226620942889659	-0.0109537664167365	0.00259964335755597	-0.00329541641612507	-0.0058490536921708
"ABRAXAS2"	"ABRAXAS2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00263591872811157	-0.0141536558578868	-0.0353327667559078	-0.0270808192897717	-0.0120366827170857	-0.0310882825199673	0.0580082779537893	0.0295191296574023	0.00182519304281123	0.0154489196267159	0.0113909892760444	0.0189133862638288
"AL731577.2"	"AL731577.2"	"grey"	"grey"	0.0128711780506218	0.0293492337528008	0.0101423529550403	-0.0190736102365651	-0.0318021962144454	-0.0164422656752513	0.0163101933376709	0.0373654092901769	0.0336552250278323	0.00828918902991594	0.0239159194648376	0.0357742453387496
"ZRANB1"	"ZRANB1"	"grey"	"grey"	0.00361331309596591	0.0775610994240708	0.044021691948469	0.0238808605344494	-0.0301498093625542	0.0033821233791159	0.00113347509115193	0.055903631813413	0.0741726510486747	0.0417965930555662	0.0655584750219844	0.0716786681692793
"CTBP2"	"CTBP2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0297726430844599	-0.126183968759292	-0.230365078392056	0.050471980491508	0.144397605939502	-0.051581703454552	0.301732538398357	-0.0175143560540992	-0.224986620518057	0.146016835780435	-0.0489461938938564	-0.0825746418167717
"EDRF1"	"EDRF1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0353779448783731	0.0799368412289144	0.0124092024999131	0.0253717219079308	0.00446212408656381	0.0124570562228204	0.0469955387897832	0.05318595716735	0.0420808863280341	0.0456704230373127	0.0556357936943828	0.0530338011739561
"UROS"	"UROS"	"grey"	"grey"	0.0416967080693038	0.0429995011505827	0.0174486887467629	0.0145334336356261	0.0125177540624731	0.0308114462031288	0.00439558720200285	0.00311979392700247	0.0132347527192146	0.00474431837344251	0.017934363386659	0.00351530598242581
"BCCIP"	"BCCIP"	"grey"	"grey"	0.0649289470618011	0.0466036736723254	0.00973371237710329	-0.00465895760978732	-0.00608569546971218	0.019128516342423	0.0133453656256051	0.0132456636225543	0.0245729565839616	-0.001178821426752	0.03002652805172	0.0178994913850835
"DHX32"	"DHX32"	"grey"	"grey"	0.0964902937272044	0.110457116562319	0.0240991081787027	0.112124994813309	0.042983512372918	0.0780550497998802	0.0143655675718322	-0.0409585076254055	-0.00141671292226245	0.111011221074394	0.135101774270681	0.0283801921017364
"FANK1"	"FANK1"	"grey"	"grey"	0.0850995245927175	0.0776881956421885	0.0232443561463407	0.0584548377056912	0.00575389556739928	0.0408600822227071	0.0074182622896682	-0.0654007569554093	-0.0137903385978888	0.0252269671977654	0.0652919645759881	0.000297398147154697
"ADAM12"	"ADAM12"	"grey"	"grey"	-0.0112223791284921	0.0537448186576858	0.0304630831039251	0.00733050612282059	-0.0844090954155302	-0.0453895868422481	-0.0116866145731443	0.0401254563450818	0.0736459307539351	0.0472753921783738	0.0985870172217629	0.103500106152874
"DOCK1"	"DOCK1"	"allcells_allgenes_ND_25neighbors-M10"	"purple"	-0.257383301318809	0.140780602588848	0.0733358543168002	-0.157373291742032	-0.467747642402982	-0.350578022281017	0.0678635079462541	0.463493233934097	0.407924719135906	0.259568175621611	0.332207309382156	0.598034162585842
"INSYN2A"	"INSYN2A"	"allcells_allgenes_ND_25neighbors-M9"	"green"	-0.123740450549367	0.101863715745748	0.104010324690207	0.15187099396676	-0.0904028170572697	-0.0223691402275714	-0.0877385222464721	-0.00452438265970407	0.0939324166199551	0.195099441207394	0.230152938153238	0.162347814122447
"PTPRE"	"PTPRE"	"grey"	"grey"	-0.0367708583461246	0.00734620274253335	-0.00924418430874449	-0.0251244559910527	-0.0213467868879237	-0.0363601776386332	0.0405043276458625	0.0773333052220782	0.0398857285857143	0.0500775295932295	0.0396784573475736	0.064157319004631
"MGMT"	"MGMT"	"grey"	"grey"	0.0349164831362636	0.0726249765333262	0.0285859842880237	-0.0465738492469673	-0.066988361540681	-0.028178815488458	0.026427071371598	0.118006383546992	0.124494749720401	-0.00928099247793847	0.0380231629772771	0.101792170423868
"LINC02666"	"LINC02666"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.027193859526672	0.00429557650793714	-0.0301868359968168	-0.0196018942838449	-0.0130331173249915	-0.0185580823309985	0.0589451393855164	0.0491305417459339	0.0243806672396759	0.0129355022357671	0.0136375694306621	0.0319245723726925
"EBF3"	"EBF3"	"grey"	"grey"	-0.0676178672571426	0.0391151154336321	0.00286450730779069	0.00711035690264433	-0.0472482659972309	-0.0509751762351501	0.0235102771334208	0.0800741084864987	0.0805206696153694	0.0915130803850314	0.0903794340918993	0.125021076561918
"C10orf143"	"C10orf143"	"grey"	"grey"	-0.00484061477162044	0.0355937969675281	0.0219892204132545	-0.0135842993393977	-0.0393694223839374	-0.0165902117853784	-0.00225601467093716	0.0375296680515309	0.051447712012018	-0.00534550865017839	0.0266445755013688	0.0488531966247979
"GLRX3"	"GLRX3"	"grey"	"grey"	0.024048282790395	0.117997860287261	0.06804362923948	0.032703559363607	-0.0226717975941876	0.0269053654184433	-0.0227323415358278	0.0496472590920316	0.0963741061801215	0.0158768202238489	0.0685175994075936	0.0774856709540423
"LINC02646"	"LINC02646"	"grey"	"grey"	0.0346786208503665	0.0607837932437864	0.0122397575631368	0.0608128490198988	0.0481506511823879	0.0455272005089107	0.0171818817597056	-0.0387748932789872	-0.0242411846090608	0.0236070589244021	0.0273652885134712	-0.018219467544573
"TCERG1L"	"TCERG1L"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	0.114071105487988	-0.00911910272418751	-0.00590725540912916	-0.286535315412681	-0.246789289875102	-0.14438015478014	0.0462519846558429	0.299920256922138	0.307203661513776	-0.247892421963294	-0.0858048914516136	0.135580796099455
"PPP2R2D"	"PPP2R2D"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0350454090051566	-0.00270944050426617	-0.0549184854055972	-0.0493993070244897	-0.0178673622507039	-0.0476621398815096	0.116428356971917	0.092445747230987	0.0292873553576945	0.0160333671958491	0.00435543095328395	0.034139737471832
"BNIP3"	"BNIP3"	"grey"	"grey"	-0.00120660054596987	0.0106526598733557	-0.0113537358660802	-0.0330776651597808	-0.00732887166750485	-0.0191847853955844	0.0437249687493318	0.0629189933195077	0.0307560011360907	0.00139970390339747	-0.0015070760360925	0.0319477633863347
"JAKMIP3"	"JAKMIP3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00395337122311099	-0.0385955214755593	-0.0828701888626959	-0.0260622971543418	-0.0348478365726576	-0.0715384803862613	0.117603068726453	0.0386094182186772	-0.0127929351403957	0.0227100015563471	0.0260173002063617	0.0287637463308715
"STK32C"	"STK32C"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0229483481696509	-0.0203247415116656	-0.0479543850737572	0.020647477159517	0.0198536097096639	-0.0173422436644156	0.0727269404961291	-0.0105024497402689	-0.0328142457439006	0.0362461781542943	0.0114055629461218	-0.0092135603378793
"LRRC27"	"LRRC27"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0203276759385882	0.00154078261568184	-0.0208524144058341	-0.00274146301744091	-0.000436529223728864	-0.0223209524535277	0.0355505024519715	0.0183977604478862	0.00800244480007688	0.0119892444653212	0.00827642922502215	0.0163560605094963
"INPP5A"	"INPP5A"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.046364516818447	-0.0672121224193364	-0.120324136416851	-0.0673973156076199	0.0176789025559078	-0.0538601488206012	0.165935537132029	0.0725330084744515	-0.0353533218240394	-0.0128179917873511	-0.0503543528403969	-0.0269638587118889
"CFAP46"	"CFAP46"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0101336767045016	-0.0656750626913343	-0.0814528498681835	-0.0566076542284679	-0.00631270203186172	-0.0519781620986523	0.0929505511874285	0.0270027766739527	-0.0219968475818176	-0.0410834832484914	-0.0569958450326433	-0.0292451490019785
"ADGRA1"	"ADGRA1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00374069098744494	-0.0973425835797305	-0.136736442133247	-0.059963594786936	-0.000435140732527035	-0.0865394551702189	0.169892435370657	0.0443158592888532	-0.0685777042395969	0.0227840813403463	-0.0317504579782276	-0.0234859985119681
"KNDC1"	"KNDC1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00491821105008367	-0.216675945754951	-0.280519026706359	-0.144861005281241	-0.0232962686023524	-0.182859825130366	0.306364975900957	0.0801735042984187	-0.129098662342069	0.00981810936773468	-0.0739611127669598	-0.0525972842365403
"TUBGCP2"	"TUBGCP2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0096121566517654	-0.14728423181301	-0.192197215393431	-0.109003454507167	-0.0204174344815815	-0.127799092880215	0.221729742125096	0.082444787393327	-0.0642092387559321	0.0131638541830468	-0.0547962734251239	-0.0172374894067068
"CALY"	"CALY"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0653989556574819	-0.0823496718485971	-0.0917050456094046	-0.000403218358449867	0.0451703103224545	-0.040447876583254	0.105661055655076	0.0103871656983938	-0.0681920064649052	0.0447601778747241	-0.0273023945251074	-0.0298063002844079
"ECHS1"	"ECHS1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00665563411148148	-0.055159732717291	-0.0653306846999869	-0.0444710339384501	-0.0108407017234747	-0.0471058194367998	0.0752650533904661	0.0256977758168836	-0.021443223353952	-0.0130163014300217	-0.026791944020662	-0.0100026741492475
"PAOX"	"PAOX"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00432603017826989	-0.0380135147659257	-0.0524968593573441	-0.0386623509415219	-0.0032665022372161	-0.0326816090938212	0.0710153897678667	0.0353146751403111	-0.00883010032991954	-0.00198635560212584	-0.0204470142386811	-4.9641618616791e-05
"MTG1"	"MTG1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.000249087348226922	-0.100371883250126	-0.143979199235143	-0.106251405912124	-0.0438575363605759	-0.119758135239046	0.186203468273133	0.105107802675379	-0.0150606484563984	0.0121334883436307	-0.0228333325807194	0.0229023340826835
"SCART1"	"SCART1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.088079926162403	-0.00413082614742941	-0.0266656314779521	-0.0499427795065552	0.0444703641649948	0.0246827142702514	0.0580308687227714	0.0351815592700784	-0.00977008586931993	-0.0622635820710121	-0.0728154196034341	-0.0502089814096578
"AL731769.2"	"AL731769.2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0294488294831452	-0.0918138277173531	-0.149330939104386	-0.0837278952963501	0.00892380864592969	-0.0779277011510456	0.187890220050794	0.0772451899122664	-0.0523421643963862	0.00324613466753355	-0.0514197329846713	-0.0269239936029453
"LINC01001"	"LINC01001"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00734008500225856	-0.0752373584166271	-0.0822478341376904	-0.0567465480866989	-0.00699027520152749	-0.0562319490342163	0.0975354932942433	0.0488429529724299	-0.0229912236261076	-0.00231207846471307	-0.0340850106742354	-0.00665457898803116
"SIRT3"	"SIRT3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0126624078326041	-0.0156564779130596	-0.0297744157085039	-0.0252709468086439	0.00657775078222816	-0.0128784369500237	0.0527529255162407	0.0247968276975347	-0.00125212658535803	-0.0183872988095558	-0.0221542556711246	-0.00544119608822566
"PSMD13"	"PSMD13"	"grey"	"grey"	0.00266227387884305	0.0292428334032995	0.0166071059504473	0.0132835151645195	0.00161085775831773	0.00726220715785151	0.00573258859105944	0.0177643739118958	0.0227105349441425	0.0155713870538879	0.0209495279640856	0.0235308278928332
"B4GALNT4"	"B4GALNT4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0447679306918224	-0.150566544741713	-0.15771253625746	-0.0421185318292303	0.0352037288839386	-0.0807113255802281	0.160728160046552	-0.0356082946694331	-0.139755401180355	0.0192204552815194	-0.0608605223731556	-0.0767572340093345
"SIGIRR"	"SIGIRR"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0198862571818928	-0.168973591480244	-0.17264992680184	-0.107134926422	-0.0163454790251109	-0.119631294111796	0.1879814428146	0.0601236124106976	-0.0888815439885653	1.1525174996873e-05	-0.0710894922801394	-0.039073160536443
"ANO9"	"ANO9"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0442123065004776	-0.143425514601632	-0.164750913854991	-0.106466048612626	-0.0280386886350093	-0.130556861446761	0.180859394529755	0.0874932536590474	-0.0556786734745459	0.0278426189619799	-0.0506553174590836	-0.00342316975973443
"PTDSS2"	"PTDSS2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0100461010685753	-0.0942240259933265	-0.120136070410151	-0.0822804162522551	-0.00839658452821894	-0.0821118139720777	0.144246864437373	0.0491716585899073	-0.0434240243894021	-0.0118707597604444	-0.0515750648239223	-0.0167511890485819
"RNH1"	"RNH1"	"grey"	"grey"	0.020058042288192	0.0320172896537049	0.0228525422619998	-0.00152419976397341	0.00502499380256052	0.0153698559865327	0.00424822125718841	0.0244051654700501	0.0350868407963273	-0.00772257708083528	0.00517895459252061	0.0165557941140802
"RASSF7"	"RASSF7"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0493275145644543	-0.0901167933088223	-0.0892566628274813	-0.0515066711434282	-0.00520346656667686	-0.068233290777693	0.0994785749206815	0.0362693276667963	-0.0369239383879204	0.0112397308548117	-0.0328325230522341	-0.0106250797379975
"PHRF1"	"PHRF1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0098461586614457	-0.154958456305205	-0.181506714340427	-0.112421555678193	-0.0149618790563342	-0.120323171015712	0.195819234004863	0.0582194937344918	-0.0850206490609376	-0.00377695721846628	-0.0705706982111	-0.0418396415161861
"DEAF1"	"DEAF1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.069278375518168	-0.179157162387749	-0.230608501961688	-0.138647498002191	-0.0728188250436926	-0.20034284872162	0.276956261695035	0.141164762720102	-0.0513303103338984	0.0526397725665503	-0.023195991331787	0.032590564459298
