"gene_name"	"module"	"color"	"kME_grey"	"kME_betacells_allgenes_ND_25neighbors-M1"	"kME_betacells_allgenes_ND_25neighbors-M2"	"kME_betacells_allgenes_ND_25neighbors-M3"	"kME_betacells_allgenes_ND_25neighbors-M4"	"kME_betacells_allgenes_ND_25neighbors-M5"
"RABGEF1"	"RABGEF1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.235673229866674	-0.118268269901721	-0.0494001338576513	-0.0020061174120174	-0.0382085917969822	-0.186562162038597
"TMEM248"	"TMEM248"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0804270811346873	-0.0248758172966836	0.00730152283732975	-0.0151084414705963	0.00817211895744829	-0.0526819505951091
"TYW1"	"TYW1"	"grey"	"grey"	0.00626312323945967	0.0213520528839414	-0.0222437931331796	0.106966550951287	0.101437980108802	0.039416702432572
"AC006480.2"	"AC006480.2"	"grey"	"grey"	-0.0933412901624078	0.0407132194108201	-0.0176024582030937	0.0517448291543759	0.0710958387984486	0.101529516648546
"AUTS2"	"AUTS2"	"betacells_allgenes_ND_25neighbors-M4"	"green"	-0.332920604324215	0.475970414684596	0.261167097977727	-0.114603661654145	0.131022932368718	0.36317027935425
"TYW1B"	"TYW1B"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0302328992019247	0.00613218605958073	0.00873025046103473	0.0151549865010692	0.0546944468202218	0.0109178106995529
"POM121"	"POM121"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.092114056633769	-0.00649596117864607	0.0332695347715796	-0.0145739677436587	0.0426614837116553	-0.0597699143831786
"NSUN5"	"NSUN5"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0571228753661015	-0.0321219589015482	-0.0186622995859787	0.0103365830514578	-0.00361818012305773	-0.0393379399646586
"BAZ1B"	"BAZ1B"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.205410246880276	-0.0821067479841361	0.00292676433692272	0.0132066674356888	0.0298758361863798	-0.13524870663506
"BCL7B"	"BCL7B"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.120690374797768	-0.0496466221916146	0.0137565858454898	-0.0615039192715494	-0.065843790811926	-0.102711195547336
"TBL2"	"TBL2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0740359410650791	-0.04485896293066	-0.0171349643402279	-0.00716012038920483	-0.0429256902176312	-0.0689910904338341
"MLXIPL"	"MLXIPL"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.524342857283314	-0.37294512088251	-0.140624549718577	-0.0229070316298478	-0.242625797710831	-0.480540388287152
"AC005089.1"	"AC005089.1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.202729593440594	-0.148599503019687	-0.0560990237109334	-0.0503707360551647	-0.129695634463395	-0.187928801229861
"BUD23"	"BUD23"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.109561643923466	-0.0633279056540949	-0.0230853317450707	0.000218239386814374	-0.0176504397139783	-0.086141094807646
"STX1A"	"STX1A"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.307345106269264	-0.176974486932878	-0.00929628453101888	-0.0636874663192216	-0.105613633871906	-0.267083371688975
"METTL27"	"METTL27"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0595420526123466	-0.0417363808627806	-0.0264218065167168	0.0326951337492425	0.0126158069344107	-0.0294281745366325
"LIMK1"	"LIMK1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.143892369747898	-0.0861371675371683	-0.0427419359468937	-0.00292783973459481	-0.066267210733564	-0.133437202713508
"EIF4H"	"EIF4H"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00424539381907981	-0.00799895735040963	-0.0145203235342887	0.0463076422775883	0.0540569316522914	0.0250328578181216
"LAT2"	"LAT2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0906720919908988	-0.0711160379379834	-0.0316991369622226	-0.000241703973407929	-0.023047451501265	-0.0733190892254538
"CLIP2"	"CLIP2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.129948597021165	-0.00753821537987892	0.152035963772401	-0.085756532489215	0.182041873566814	0.0672428821634095
"GTF2IRD1"	"GTF2IRD1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0818431685326464	0.0379905056870134	0.105687278951973	0.0390428547027392	0.28020171762146	0.147746371533008
"GTF2I"	"GTF2I"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.197790548125989	-0.0989297493473106	-0.0033631293019088	-0.00896769832483951	0.0541162076041408	-0.120628445586629
"AC211433.1"	"AC211433.1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.288958960152527	0.150077221132491	0.00122309662751833	0.0976366555763173	0.106553472084679	0.294950059520306
"GTF2IRD2"	"GTF2IRD2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.203321611015826	-0.0774585556386317	0.0243179639052547	-0.0432392967412277	-0.0297408067202895	-0.164683142646948
"CASTOR2"	"CASTOR2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.337004097652975	-0.163913488836151	-0.0214656593468993	-0.107882646876468	-0.173431801006177	-0.301891783111723
"RCC1L"	"RCC1L"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.142591394545839	-0.0742443826651364	-0.028763349847913	0.00598933460815033	-0.0368371052470126	-0.111905628231893
"GTF2IRD2B"	"GTF2IRD2B"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.205241682924193	-0.114696448199224	-0.0203318688924331	-0.00653116348775323	-0.0401828452216114	-0.167221371564976
"TRIM73"	"TRIM73"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0507598754891177	-0.0096962817504148	0.0128280097821498	0.0212730497585782	0.0373494441414239	-0.0118611894768115
"POM121C"	"POM121C"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.13543684574756	-0.0299772591206032	0.0403420084254345	-0.0409270997643181	-0.000760052210334576	-0.0978570838791713
"HIP1"	"HIP1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.204759775333935	-0.149989583386326	-0.0539786778100866	-0.0183808537923074	-0.0749307449199065	-0.179570368742041
"RHBDD2"	"RHBDD2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.100525713479358	-0.0340172903516571	0.00809636229203889	-0.0196459108869501	-0.0272550079515532	-0.0752084570807333
"POR"	"POR"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.206340711211747	-0.0999870666978781	-0.0119469065793931	-0.0714487518260358	-0.0931383819353573	-0.184259824830497
"STYXL1"	"STYXL1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.158043257786907	-0.0853773962118555	-0.0267514923915793	0.00339037705661404	-0.0365428828019675	-0.124569955015166
"MDH2"	"MDH2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0291501115439578	-0.0102046279463071	-0.000673051161992732	0.00620020667399693	0.0152607089931026	-0.0244746572021866
"SRRM3"	"SRRM3"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.248842623326796	0.0586271374439586	0.0995885023557791	0.0167527944723158	0.0444211080738252	-0.179759569582007
"YWHAG"	"YWHAG"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0202283626501425	0.0038004172195055	0.00358228704154652	0.00805769208940061	0.045050361657012	0.00391458600289151
"POMZP3"	"POMZP3"	"grey"	"grey"	0.0223331014434976	0.00561744080402175	0.0203403042452067	-0.0120134501452356	-0.000997922336296985	-0.00547737505724518
"CCDC146"	"CCDC146"	"grey"	"grey"	-0.00417856472671748	-0.00919486081337832	-0.0287497346181053	0.0705733180277144	0.0527146744416375	0.0245919612243642
"GSAP"	"GSAP"	"grey"	"grey"	-0.0149421027905986	-0.0100350786639084	-0.0122310121737242	0.0967620837143285	0.155412989242568	0.0659325421469444
"PTPN12"	"PTPN12"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.120440655940248	0.104546086933647	0.0261669511394095	0.0735643545100839	0.125692001736843	0.167181378810506
"APTR"	"APTR"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0528199495254678	-0.0423073300852354	-0.043439767096977	0.0343472728045782	0.0115726837831832	-0.030260576658451
"RSBN1L"	"RSBN1L"	"grey"	"grey"	-0.0305070297013897	0.016406766418166	0.0102843536296939	0.0628535457998459	0.111614497735659	0.092190816066408
"PHTF2"	"PHTF2"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.231300952517948	0.0849270308296292	-0.0172378173511935	0.169390956828927	0.223901074110736	0.285993150684131
"MAGI2"	"MAGI2"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.347015162518153	0.0892376949456686	-0.142392593550487	0.301824983041005	0.302355859198496	0.442838045501028
"MAGI2-AS3"	"MAGI2-AS3"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	0.001584515687308	-0.045430065750258	-0.0849479471952639	0.151107974566531	0.120202678023445	0.0564823915359612
"GNAI1"	"GNAI1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.388335575027967	0.244187867079109	0.04703136020115	0.145782511844377	0.27952760734071	0.463561005505641
"CD36"	"CD36"	"grey"	"grey"	-0.0449934363429628	0.174566059009501	0.249176285549619	-0.112286600010165	0.0792903780034705	0.0651306544815993
"SEMA3C"	"SEMA3C"	"betacells_allgenes_ND_25neighbors-M4"	"green"	-0.136444909011387	0.285216203058251	0.292685366231623	-0.0823327845583653	0.164988673631622	0.151686574566294
"CACNA2D1"	"CACNA2D1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.481294997893476	0.165792834574305	0.0328916690541084	0.200125956450004	0.329881105097811	0.513666742976655
"AC006145.1"	"AC006145.1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.15300803272815	0.0781764471595713	0.00329946125348442	0.0290146745124107	0.0354177996015106	0.1475733983666
"PCLO"	"PCLO"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.40638264475386	0.255191789949807	0.0700932446285673	0.03873431919059	0.133622901123953	0.440762032469928
"SEMA3A"	"SEMA3A"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.348717699070228	0.152001062394133	0.0171870783880374	0.143890394698642	0.257947567997549	0.42262114259512
"GRM3"	"GRM3"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.120938912896203	0.0511451512648854	-0.0175678036632298	0.0281397869729148	0.0110750310741875	0.110028763604097
"KIAA1324L"	"KIAA1324L"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.264935650626551	0.188611102710456	0.0899736523381685	0.0890729819073357	0.287071300936852	0.343944147317867
"DMTF1"	"DMTF1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.123292939035647	0.0627939302296927	0.00447856759125879	0.109947260744571	0.217905065013293	0.206837395525109
"CROT"	"CROT"	"grey"	"grey"	0.00211363418797824	0.0491233848247238	0.0804542951164219	-0.0141790768498881	0.0733023618317843	0.0292034607891616
"ABCB4"	"ABCB4"	"grey"	"grey"	-0.00868539946055696	0.00290754282323695	0.0173245543195955	0.0773948286767181	0.132394717226711	0.0614455517688211
"ABCB1"	"ABCB1"	"grey"	"grey"	-0.044948443408102	0.0297125316622403	0.0191621883301289	0.0253095514058822	0.0923701165736146	0.0630127351429321
"RUNDC3B"	"RUNDC3B"	"grey"	"grey"	-0.0177495029232003	0.0599098535139512	0.00394316722959742	0.00622185557644645	-0.00450514663361687	0.0287245208952946
"SLC25A40"	"SLC25A40"	"grey"	"grey"	-0.0696351028019256	0.0487597313812054	0.0121183101788409	0.0438164146699295	0.091859453172826	0.0948416070828242
"DBF4"	"DBF4"	"grey"	"grey"	-0.000439013242819261	-0.0121718387994082	-0.0183880237858863	0.0246299346468732	0.054715696622098	0.0156633756272705
"ADAM22"	"ADAM22"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.105734315634424	0.00367777381933101	-0.0763751924688273	0.175746900263398	0.170394501717642	0.158969883463781
"SRI"	"SRI"	"grey"	"grey"	-0.0571962782376889	0.0252936191658338	0.00617039685911133	0.0479179055350669	0.053566505469857	0.0616789285038493
"STEAP2"	"STEAP2"	"grey"	"grey"	-0.00939883774560241	0.0471150361166309	0.0400354338376917	0.0123418248494879	0.0801144192629969	0.0435841850239871
"CFAP69"	"CFAP69"	"grey"	"grey"	-0.0470987659271285	-0.0152592306430501	-0.0478441954149233	0.0706644688753341	0.0727333259951712	0.0550998571167259
"GTPBP10"	"GTPBP10"	"grey"	"grey"	-0.0340058989258597	0.0355623183042553	9.41555643268668e-05	0.0701207791637197	0.124937580435596	0.0823457828007568
"CLDN12"	"CLDN12"	"grey"	"grey"	0.00345113152611171	0.00464636979348862	-0.0124527958625108	0.0205942170270752	0.0433335576604305	0.0161505075829214
"CDK14"	"CDK14"	"betacells_allgenes_ND_25neighbors-M3"	"brown"	-0.134545944381113	-0.25776638639986	-0.359092821942632	0.390360025598989	0.239035086148724	0.254414000107837
"FZD1"	"FZD1"	"grey"	"grey"	-0.113796106650856	0.101540299832054	0.0534369476952929	-0.0149848818150804	0.0198599809258184	0.104654937771992
"AC079760.2"	"AC079760.2"	"grey"	"grey"	0.0128388786238859	0.0745314223166626	0.122881091792318	-0.0612543749087263	0.0198515070587636	0.0124182661885189
"AC079760.1"	"AC079760.1"	"grey"	"grey"	0.0271899542928043	0.0510648533925721	0.0862446478053	-0.0593556932685386	0.026877587036303	0.000434777431082259
"MTERF1"	"MTERF1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.0893288858326084	0.0793818700075954	-0.0122807815865282	0.0610193949993735	0.0919738028192057	0.124261752672579
"AKAP9"	"AKAP9"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.308691032919141	-0.157888769659922	-0.00687547936820958	-0.0572334605429663	-0.0611979937039737	-0.235359229714782
"CYP51A1"	"CYP51A1"	"grey"	"grey"	-0.00516195752376266	0.0342921933968268	-0.00727707823927223	0.036874523386082	0.0883019897695555	0.0369185364342716
"KRIT1"	"KRIT1"	"grey"	"grey"	-0.0164071790544001	0.0198683187449935	0.00312491299530645	0.0915890121139131	0.17397253084676	0.0757023610760222
"ANKIB1"	"ANKIB1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.168751327167321	0.0741663084909758	-0.000626018523619238	0.103940841272641	0.191104136813875	0.234696967076591
"GATAD1"	"GATAD1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.157432669939476	-0.0970865335856492	-0.0259753713194702	-0.00294767330775646	-0.0265794696558338	-0.126449535663969
"AC007566.1"	"AC007566.1"	"grey"	"grey"	-0.00854355674784545	0.0157170259780393	0.0224056623299244	0.026839079106576	0.0956227080457075	0.0381808156839132
"PEX1"	"PEX1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0816078858171276	-0.0652491469981002	-0.0464280243851187	0.0592285548105214	0.0628819921114961	-0.0287084274759251
"RBM48"	"RBM48"	"grey"	"grey"	-0.00196551946446978	0.0102386227104077	-0.0041340185622649	0.028889428461299	0.0573994483920528	0.0212368084106383
"FAM133B"	"FAM133B"	"grey"	"grey"	-0.00473399169871859	0.0221842112546635	0.0180521023278728	0.040386327508906	0.111400481423266	0.0456340720091328
"CDK6"	"CDK6"	"grey"	"grey"	-0.131539238428044	0.0148368745341918	-0.0920718755606363	0.113879907767256	0.0557001604808538	0.121424802785197
"HEPACAM2"	"HEPACAM2"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.107078744656783	0.0113709071382224	-0.0659046677172392	0.213826515922599	0.231092346211907	0.173939980779116
"VPS50"	"VPS50"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.0830444375217898	0.0504453925454904	0.011417898334278	0.0842883986005695	0.162548467616906	0.154607436255276
"CALCR"	"CALCR"	"betacells_allgenes_ND_25neighbors-M4"	"green"	-0.106829041598844	0.302499098797022	0.253532123785552	-0.195167922673679	-0.00730297967026605	0.084223778883854
"BET1"	"BET1"	"grey"	"grey"	-0.0838644485856249	0.0170134148521816	-0.0379584561696697	0.0529063942001338	0.0531592716006634	0.0846644436585779
"CASD1"	"CASD1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.125137288045241	0.0448857845166224	-0.0408510365863449	0.163570955459391	0.242069708152983	0.202859207391163
"SGCE"	"SGCE"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.354487019056541	0.237004277920965	0.0406701162181103	0.13531561715241	0.261760668041748	0.411549783063342
"PEG10"	"PEG10"	"grey"	"grey"	0.00240166907655795	0.0229881763947726	-0.00657752188693509	-0.0141819262145623	-0.00729955891543746	0.00222965521795869
"PPP1R9A"	"PPP1R9A"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.267525713673484	0.160572002762566	-0.0109333911755467	0.0754805594095869	0.103076045464994	0.324368044388765
"AC002429.2"	"AC002429.2"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.317149582310308	0.149625118915707	-0.0215604218110868	0.0502757001978296	0.0161781332163732	0.284615793807084
"PON2"	"PON2"	"grey"	"grey"	-0.0844709783270895	0.162307502564503	0.0944918017064798	-0.00630625503227526	0.141617713213411	0.134283008001362
"PDK4"	"PDK4"	"grey"	"grey"	-0.0473778929665603	0.0183432637228198	-0.0307106145698175	0.058177630139241	0.0728700035294944	0.0563330416977997
"DYNC1I1"	"DYNC1I1"	"betacells_allgenes_ND_25neighbors-M5"	"yellow"	-0.0637627523981597	0.406230687458428	0.381294919032697	-0.217788354857458	0.0668948442033662	0.0861632702817976
"SLC25A13"	"SLC25A13"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.135757721164892	0.044884583931349	-0.0175146501713445	0.173532483045447	0.286793113586312	0.243014948516247
"SEM1"	"SEM1"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.129475702615673	0.0673293920712673	-0.0492468290622925	0.118046703173584	0.128082458581814	0.164997357267489
"SDHAF3"	"SDHAF3"	"betacells_allgenes_ND_25neighbors-M2"	"blue"	-0.110031389902844	0.0182357120082098	-0.0475893924632107	0.0870189878403117	0.0829704204915522	0.132154419755877
"ASNS"	"ASNS"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0505349026826837	-0.0367552854334109	-0.0131299464534326	0.0208812505769993	0.0194052334890193	-0.0299347362840634
"AC079781.5"	"AC079781.5"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.157875214942133	-0.0452376573043457	-0.0233823366826438	0.0398079699325082	0.0290295979641896	-0.103724407870433
"LMTK2"	"LMTK2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0563247651178816	-0.0178294525065061	-0.00746044004482459	0.0755677011010024	0.125595907871163	0.0174773999780973
"TECPR1"	"TECPR1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.270447821444507	-0.152078710283552	-0.0379877441659995	-0.0463141680608712	-0.110572473289965	-0.227935118325783
"BRI3"	"BRI3"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.148817437181266	-0.101557719101998	-0.0429837510944167	0.00133334661685524	-0.0342852213445341	-0.119092812265427
"BAIAP2L1"	"BAIAP2L1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.136592887643745	-0.0418332680043249	0.0173593508835856	-0.0225675898306868	-0.0201054651382127	-0.108660730027017
"NPTX2"	"NPTX2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0919600722666553	0.104892984634236	0.198761170338453	-0.183541223190057	-0.0798191640530803	-0.100641076880762
"TMEM130"	"TMEM130"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0614262801761735	0.0128070085334072	0.0255128146133945	-0.0549300901268997	-0.0419924566031826	-0.0577832454298147
"TRRAP"	"TRRAP"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.342035308285159	-0.174501513904658	0.00915678569513871	-0.033529436580918	0.0134684663081959	-0.246078908071753
"SMURF1"	"SMURF1"	"grey"	"grey"	-0.0763951498586557	0.0822833512188637	0.029953433506622	0.0653495055547978	0.130451606033184	0.119302295539689
"ARPC1A"	"ARPC1A"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.190332863108352	-0.0480030447382344	0.0485641662332698	-0.0858359920589481	-0.0493803568415117	-0.15968957985052
"ARPC1B"	"ARPC1B"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.131361177645572	-0.0325483862016153	0.0537725849304312	-0.0719236127845002	-0.0421303187289945	-0.115281833885535
"PDAP1"	"PDAP1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0523231211511578	-0.0541513064182555	-0.0330305284556432	0.0102238474210477	-0.0218532318247717	-0.0497875400758014
"PTCD1"	"PTCD1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0878793884507148	-0.0361930384025656	-0.0129621369977477	-0.000511633849569021	-0.00242723992374666	-0.0623607105350286
"CPSF4"	"CPSF4"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.145590930615921	-0.0702272037332219	-0.0117564875552092	-0.0179057663247552	-0.0266095044245896	-0.115230911765862
"ZNF789"	"ZNF789"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.114203667427389	-0.0722684610231107	-0.0282800760165379	-0.0110970757779812	-0.0317048646254376	-0.10510271706176
"ZNF394"	"ZNF394"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0908947955642639	-0.0423604088507583	-0.00613354707205139	-0.0338708108857071	-0.0498087326527914	-0.0836797869818379
"ZKSCAN5"	"ZKSCAN5"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.141543789330748	-0.0734272095527849	-0.0290833710453277	-0.0283491288730511	-0.0604271120216572	-0.120887322275728
"FAM200A"	"FAM200A"	"grey"	"grey"	-0.0106440958194758	-0.00247303139947772	-0.0163158861495842	0.0276501620633372	0.00887115837232255	0.0139014168663258
"ZNF655"	"ZNF655"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.03928433806504	0.0248880022065749	0.0472050319388559	-0.0318403496571399	0.0347588806475977	-0.0122777485229612
"ZSCAN25"	"ZSCAN25"	"grey"	"grey"	0.0391062219810041	-0.00493019491297703	0.0102870047270019	0.00701818166839195	0.0137187341530306	-0.0193451447547592
"TRIM4"	"TRIM4"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0544753322135314	-0.0148894481331924	0.0103753984598696	0.0141439384211529	0.0476979228554056	-0.0176665901584749
"ZKSCAN1"	"ZKSCAN1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.341126583784038	-0.176575840691692	-0.0156697305192962	-0.02231189435439	-0.0115180167605041	-0.246372465499095
"ZSCAN21"	"ZSCAN21"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.111465587774211	-0.0414737230071472	0.00633563205003112	-0.0136597343246533	-0.0170261006431183	-0.0794534957537261
"ZNF3"	"ZNF3"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.211922054487865	-0.137864984350627	-0.0449874010468035	-0.00980190593584196	-0.0699506861289193	-0.182885777164598
"COPS6"	"COPS6"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0609871640295596	-0.0380036808052265	-0.0139782481623884	-0.00799341041739193	-0.0255811502063399	-0.0513744773326027
"MCM7"	"MCM7"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0688567082323499	-0.0578117395684818	-0.0443050211133091	0.010035180245735	-0.0382784177891833	-0.062627577062123
"AP4M1"	"AP4M1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.103144919809839	-0.045330814193652	-0.00266997164282508	-0.0357191815567324	-0.0601330464138123	-0.0890273581262629
"TAF6"	"TAF6"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0963493629042206	-0.0525821214281994	-0.00599378290269823	-0.0311662114553528	-0.0525300819126679	-0.0867359256604527
"CNPY4"	"CNPY4"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0878420324835079	-0.0314773277547482	-0.00300094987904	-0.0289454855911554	-0.0443200216394294	-0.0768704591031221
"LAMTOR4"	"LAMTOR4"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.115864994695036	-0.0524317767968882	0.00599795823251894	-0.0591095789026942	-0.083238612292345	-0.116264660784757
"STAG3"	"STAG3"	"grey"	"grey"	-0.0225665855991134	0.0460601145483464	0.0190976874274057	-0.0299071227030155	-0.0106556318189101	0.0167481705821816
"CASTOR3"	"CASTOR3"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.253209473814933	-0.0713047083122445	0.0040762231784832	-0.100055045653801	-0.132945246872421	-0.219009063807231
"PILRB"	"PILRB"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.373535573786757	-0.116927848608585	0.014693531017258	-0.0760361898175757	-0.120905019243305	-0.309085568730495
"PILRA"	"PILRA"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.137321044776258	-0.0380756842371216	0.00277546414677021	-0.0474024806331694	-0.0665519575082826	-0.120971703858003
"PPP1R35"	"PPP1R35"	"grey"	"grey"	-0.0159270795283171	-0.00408237671516002	-0.014848969994036	0.0191034989966478	0.000798843701639049	0.0122779380530776
"TSC22D4"	"TSC22D4"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.140805006514578	-0.0633438482100693	-0.00410743477287441	-0.0475794214517051	-0.0763166836221752	-0.128866415965014
"NYAP1"	"NYAP1"	"grey"	"grey"	0.042609786463803	-0.0201933245993654	-0.00853659773761753	0.00725029540950755	-0.016318717791993	-0.041774745923223
"AGFG2"	"AGFG2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.16842643488877	-0.04749120590643	0.0343957680265731	-0.0718088411316357	-0.0541703718870463	-0.142220715198528
"LRCH4"	"LRCH4"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.182154144705327	-0.0679835128369873	0.0161958523744082	-0.0906377642411342	-0.130716722491971	-0.180343885803875
"ACTL6B"	"ACTL6B"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.228483463771073	-0.0976443318006217	-0.00365429972592881	-0.0687224394600041	-0.103518169428224	-0.197846158760199
"GNB2"	"GNB2"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.118403917024556	-0.0485017785379518	-0.00688838880892942	-0.0750964459729913	-0.0943330622738225	-0.123456868607907
"GIGYF1"	"GIGYF1"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.169042878282915	-0.0895557280720147	-0.0201735173047912	-0.00202976135498474	-0.0236166541395427	-0.12392903953222
"SLC12A9"	"SLC12A9"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.104661528228831	-0.0504144396057743	-0.018228082540027	-0.00592619937037092	-0.041302206398036	-0.0781312206994369
"SRRT"	"SRRT"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.135596710429403	-0.0593871661531597	0.0126190021060152	-0.0727281564498872	-0.0861857400759372	-0.134866739764181
"TRIM56"	"TRIM56"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0804400820140296	-0.0390334708055505	0.0117263820349022	-0.0247693571920106	-0.000614068196105064	-0.0593556899478111
"PLOD3"	"PLOD3"	"betacells_allgenes_ND_25neighbors-M1"	"turquoise"	0.168043430817965	-0.0868667080363985	-0.00287309628596705	-0.0426975280945115	-0.0716996176776112	-0.144484050830144
